Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P15988|CO6A2_CHICK	P15988	CO6A2_CHICK	COL6A2	1022	FALSE	FALSE	Gallus gallus	Collagen alpha-2(VI) chain	2:Experimental evidence at transcript level	3.03	1	0.999	0	2	0	2	2	0	2	247820.9	0	247820.9	9P(15.9949)	NA	tr|A0A8V0YP01|A0A8V0YP01_CHICK, tr|A0A8V0YQN9|A0A8V0YQN9_CHICK
sp|P17153|ANXA5_CHICK	P17153	ANXA5_CHICK	ANXA5	321	FALSE	FALSE	Gallus gallus	Annexin A5	1:Experimental evidence at protein level	3.74	1	0.999	0	1	0	1	1	0	1	366779.44	0	366779.44	NA	NA	tr|A0A8V0XMH5|A0A8V0XMH5_CHICK, tr|A0A8V0XQ87|A0A8V0XQ87_CHICK
sp|P24479|S10AB_CHICK	P24479	S10AB_CHICK	S100A11	101	FALSE	FALSE	Gallus gallus	Protein S100-A11	1:Experimental evidence at protein level	11.88	1	0.9986	0	1	0	1	1	0	1	553510.1	0	553510.1	NA	NA	tr|A0A8V1ACT3|A0A8V1ACT3_CHICK
sp|P28675|PGS2_CHICK	P28675	PGS2_CHICK	DCN	357	FALSE	FALSE	Gallus gallus	Decorin	1:Experimental evidence at protein level	44.82	1	0.999	0	12	0	12	16	0	16	62802592	0	62802592	10C(57.0215),10C(57.0215),4C(57.0215)	NA	tr|A0A1L1RX77|A0A1L1RX77_CHICK
sp|P51887|FMOD_CHICK	P51887	FMOD_CHICK	FMOD	380	FALSE	FALSE	Gallus gallus	Fibromodulin	2:Experimental evidence at transcript level	9.21	1	0.9989	0	4	0	4	6	0	6	47770992	0	47770992	NA	NA	tr|A0A1D5NTY7|A0A1D5NTY7_CHICK, tr|A0A8V1A6G5|A0A8V1A6G5_CHICK
sp|P60706|ACTB_CHICK	P60706	ACTB_CHICK	ACTB	375	FALSE	FALSE	Gallus gallus	Actin, cytoplasmic 1	1:Experimental evidence at protein level	16.53	1	0.999	0	4	0	1	4	0	1	5588273	0	0	N-term(42.0106),16C(57.0215)	NA	NA
sp|P62149|CALM_CHICK	P62149	CALM_CHICK	CALM	149	FALSE	FALSE	Gallus gallus	Calmodulin	1:Experimental evidence at protein level	20.13	1	0.999	0	2	0	2	3	0	3	12141601	0	12141601	N-term(42.0106),N-term(42.0106)	NA	tr|A0A8V0ZCJ0|A0A8V0ZCJ0_CHICK
sp|P68034|ACTC_CHICK	P68034	ACTC_CHICK	ACTC1	377	FALSE	FALSE	Gallus gallus	Actin, alpha cardiac muscle 1	3:Protein inferred from homology	7.16	1	0.999	0	2	0	0	2	0	0	3034019	0	0	NA	NA	tr|A0A8V0XLI0|A0A8V0XLI0_CHICK
sp|P80026|PRVM_CHICK	P80026	PRVM_CHICK	NA	109	FALSE	FALSE	Gallus gallus	Parvalbumin, muscle	1:Experimental evidence at protein level	11.93	1	0.9988	0	1	0	1	1	0	1	2393993.8	0	2393993.8	N-term(42.0106)	NA	tr|C1L370|C1L370_CHICK
sp|Q5ZMQ2|ACTG_CHICK	Q5ZMQ2	ACTG_CHICK	ACTG1	375	FALSE	FALSE	Gallus gallus	Actin, cytoplasmic 2	1:Experimental evidence at protein level	16.53	1	0.999	0	4	0	4	4	0	4	5588272.5	0	5588272.5	N-term(42.0106),16C(57.0215)	NA	NA
sp|Q98953|S10A6_CHICK	Q98953	S10A6_CHICK	S100A6	92	FALSE	FALSE	Gallus gallus	Protein S100-A6	3:Protein inferred from homology	16.3	1	0.999	0	1	1	1	1	1	1	1258728.4	1258728.4	1258728.4	NA	NA	NA
sp|Q9I8P6|OTOR_CHICK	Q9I8P6	OTOR_CHICK	OTOR	132	FALSE	FALSE	Gallus gallus	Otoraplin	2:Experimental evidence at transcript level	11.36	1	0.999	0	1	1	1	1	1	1	515493.8	515493.8	515493.8	2C(57.0215),7C(57.0215)	NA	NA
sp|Q9W6H0|MIME_CHICK	Q9W6H0	MIME_CHICK	OGN	294	FALSE	FALSE	Gallus gallus	Mimecan	2:Experimental evidence at transcript level	8.84	1	0.999	0	2	2	2	2	2	2	3706866.8	3706866.8	3706866.8	NA	NA	NA
tr|A0A146F047|A0A146F047_CHICK	A0A146F047	A0A146F047_CHICK	KRT6A	522	FALSE	FALSE	Gallus gallus	Keratin 6A	1:Experimental evidence at protein level	6.7	1	0.9966	6.2853551226e-4	4	0	0	4	0	0	13395913	0	0	NA	NA	tr|A0A8V0ZY77|A0A8V0ZY77_CHICK
tr|A0A1D5NV17|A0A1D5NV17_CHICK	A0A1D5NV17	A0A1D5NV17_CHICK	ACTBL2	377	FALSE	FALSE	Gallus gallus	Actin beta like 2	1:Experimental evidence at protein level	7.16	1	0.9983	0	2	0	0	2	0	0	3034019	0	0	NA	NA	NA
tr|A0A1D5P8I8|A0A1D5P8I8_CHICK	A0A1D5P8I8	A0A1D5P8I8_CHICK	COL12A1	3065	FALSE	FALSE	Gallus gallus	Collagen alpha-1(XII) chain	1:Experimental evidence at protein level	6.98	1	0.999	0	14	0	14	15	0	15	5694789	0	5694789	7C(57.0215)	NA	tr|A0A1L1RPW4|A0A1L1RPW4_CHICK, tr|F1NX22|F1NX22_CHICK
tr|A0A1D5PK05|A0A1D5PK05_CHICK	A0A1D5PK05	A0A1D5PK05_CHICK	C1QL3	255	FALSE	FALSE	Gallus gallus	Complement C1q like 3	4:Protein predicted	9.02	1	0.99	0.00214018191546	1	1	1	1	1	1	420695.44	420695.44	420695.44	14P(15.9949),18K(15.9949),8P(15.9949)	NA	NA
tr|A0A1D5PS29|A0A1D5PS29_CHICK	A0A1D5PS29	A0A1D5PS29_CHICK	EEF2	858	FALSE	FALSE	Gallus gallus	Elongation factor 2	1:Experimental evidence at protein level	3.03	1	0.999	0	1	0	1	1	0	1	0	0	0	19C(57.0215),22K(15.9949),26K(15.9949)	NA	NA
tr|A0A3Q2U321|A0A3Q2U321_CHICK	A0A3Q2U321	A0A3Q2U321_CHICK	POSTN	857	FALSE	FALSE	Gallus gallus	Periostin	1:Experimental evidence at protein level	1.52	1	0.999	0	1	0	1	1	0	1	311345.75	0	311345.75	NA	NA	NA
tr|A0A3Q2U825|A0A3Q2U825_CHICK	A0A3Q2U825	A0A3Q2U825_CHICK	RPS28	69	FALSE	FALSE	Gallus gallus	Small ribosomal subunit protein eS28	1:Experimental evidence at protein level	17.39	1	0.999	0	1	0	1	1	0	1	338623	0	338623	NA	NA	tr|A0A8V1AGF8|A0A8V1AGF8_CHICK
tr|A0A3Q2UFV6|A0A3Q2UFV6_CHICK	A0A3Q2UFV6	A0A3Q2UFV6_CHICK	COMP	761	FALSE	FALSE	Gallus gallus	Cartilage oligomeric matrix protein	1:Experimental evidence at protein level	3.81	1	0.999	0	2	0	2	2	0	2	1229865.6	0	1229865.6	4C(57.0215),4C(57.0215)	NA	NA
tr|A0A8V0X522|A0A8V0X522_CHICK	A0A8V0X522	A0A8V0X522_CHICK	LOC107050717	287	FALSE	FALSE	Gallus gallus	Calumenin	3:Protein inferred from homology	12.89	1	0.999	0	3	0	3	3	0	3	4657382	0	4657382	NA	NA	tr|A0A8V0X800|A0A8V0X800_CHICK, tr|A0A8V0XAN8|A0A8V0XAN8_CHICK
