Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P09654|VIME_CHICK	P09654	VIME_CHICK	VIM	460	FALSE	FALSE	Gallus gallus	Vimentin	3:Protein inferred from homology	28.91	1	0.9967	6.2853551226e-4	11	0	0	17	0	0	59921040	0	0	NA	NA	NA
sp|P0CB50|PRDX1_CHICK	P0CB50	PRDX1_CHICK	PRDX1	199	FALSE	FALSE	Gallus gallus	Peroxiredoxin-1	1:Experimental evidence at protein level	5.53	1	0.999	0	1	0	1	1	0	1	587053.1	0	587053.1	NA	NA	NA
sp|P10184|IOV7_CHICK	P10184	IOV7_CHICK	SPINK5	517	FALSE	FALSE	Gallus gallus	Ovoinhibitor	1:Experimental evidence at protein level	2.71	1	0.999	0	1	1	1	1	1	1	1144030.5	1144030.5	1144030.5	6C(57.0215)	NA	NA
sp|P12105|CO3A1_CHICK	P12105	CO3A1_CHICK	COL3A1	1262	FALSE	FALSE	Gallus gallus	Collagen alpha-1(III) chain (Fragment)	2:Experimental evidence at transcript level	20.6	1	0.999	0	18	1	18	29	1	29	8624066600	0	8624066600	10P(15.9949),7P(15.9949),11K(15.9949),2P(15.9949),3P(15.9949),11K(15.9949),3P(15.9949),11K(15.9949),3P(15.9949),5P(15.9949),12K(15.9949),3P(15.9949),9P(15.9949),12P(15.9949),18P(15.9949),12P(15.9949),5P(15.9949),12P(15.9949),6P(15.9949),14P(15.9949),18K(15.9949),5P(15.9949),14P(15.9949),18K(15.9949),9P(15.9949),15K(15.9949),3P(15.9949),6P(15.9949),18K(15.9949),27P(15.9949),9P(15.9949),18K(15.9949),9P(15.9949),18K(15.9949),9P(15.9949),18P(15.9949),27K(15.9949),5P(15.9949),19P(15.9949),22K(15.9949),6P(15.9949),20K(15.9949),9P(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),9P(15.9949),3P(15.9949),9P(15.9949),4P(15.9949),6P(15.9949),6P(15.9949),9P(15.9949),6P(15.9949),9P(15.9949),6P(15.9949),9P(15.9949),9P(15.9949)	NA	NA
sp|P13731|SERPH_CHICK	P13731	SERPH_CHICK	SERPINH1	405	FALSE	FALSE	Gallus gallus	Serpin H1	1:Experimental evidence at protein level	3.7	1	0.999	0	1	0	1	1	0	1	596339.94	0	596339.94	NA	NA	tr|A0A8V0XBU4|A0A8V0XBU4_CHICK
sp|P17153|ANXA5_CHICK	P17153	ANXA5_CHICK	ANXA5	321	FALSE	FALSE	Gallus gallus	Annexin A5	1:Experimental evidence at protein level	9.66	1	0.999	0	3	0	3	3	0	3	2048768.5	0	2048768.5	NA	NA	tr|A0A8V0XMH5|A0A8V0XMH5_CHICK, tr|A0A8V0XQ87|A0A8V0XQ87_CHICK
sp|P17785|ANXA2_CHICK	P17785	ANXA2_CHICK	ANXA2	339	FALSE	FALSE	Gallus gallus	Annexin A2	1:Experimental evidence at protein level	3.24	1	0.999	0	1	0	1	1	0	1	257516.28	0	257516.28	NA	NA	tr|A0A8V0ZZB2|A0A8V0ZZB2_CHICK
sp|P24479|S10AB_CHICK	P24479	S10AB_CHICK	S100A11	101	FALSE	FALSE	Gallus gallus	Protein S100-A11	1:Experimental evidence at protein level	11.88	1	0.9986	0	1	0	1	1	0	1	3847782.8	0	3847782.8	NA	NA	tr|A0A8V1ACT3|A0A8V1ACT3_CHICK
sp|P27731|TTHY_CHICK	P27731	TTHY_CHICK	TTR	150	FALSE	FALSE	Gallus gallus	Transthyretin	1:Experimental evidence at protein level	15.33	1	0.999	0	2	0	2	2	0	2	5089915.5	0	5089915.5	NA	NA	tr|A0A1I7Q422|A0A1I7Q422_CHICK
sp|P28675|PGS2_CHICK	P28675	PGS2_CHICK	DCN	357	FALSE	FALSE	Gallus gallus	Decorin	1:Experimental evidence at protein level	44.82	1	0.999	0	12	0	12	22	0	22	148091904	0	148091904	10C(57.0215),10C(57.0215),4C(57.0215)	NA	tr|A0A1L1RX77|A0A1L1RX77_CHICK
sp|P51887|FMOD_CHICK	P51887	FMOD_CHICK	FMOD	380	FALSE	FALSE	Gallus gallus	Fibromodulin	2:Experimental evidence at transcript level	10	1	0.9989	0	4	0	4	5	0	5	57333192	0	57333192	NA	NA	tr|A0A1D5NTY7|A0A1D5NTY7_CHICK, tr|A0A8V1A6G5|A0A8V1A6G5_CHICK
sp|P51890|LUM_CHICK	P51890	LUM_CHICK	LUM	343	FALSE	FALSE	Gallus gallus	Lumican	1:Experimental evidence at protein level	6.71	1	0.999	0	2	1	2	2	1	2	3062206	2198634	3062206	10C(57.0215),10C(57.0215)	NA	NA
sp|P60706|ACTB_CHICK	P60706	ACTB_CHICK	ACTB	375	FALSE	FALSE	Gallus gallus	Actin, cytoplasmic 1	1:Experimental evidence at protein level	24.27	1	0.999	0	6	0	1	7	0	1	10644758	0	0	N-term(42.0106),16C(57.0215)	NA	NA
sp|P62149|CALM_CHICK	P62149	CALM_CHICK	CALM	149	FALSE	FALSE	Gallus gallus	Calmodulin	1:Experimental evidence at protein level	24.83	1	0.999	0	3	0	3	4	0	4	61839036	0	61839036	N-term(42.0106),N-term(42.0106)	NA	tr|A0A8V0ZCJ0|A0A8V0ZCJ0_CHICK
sp|P62801|H4_CHICK	P62801	H4_CHICK	H4-I	103	FALSE	FALSE	Gallus gallus	Histone H4	1:Experimental evidence at protein level	19.42	1	0.999	0	2	0	2	2	0	2	2831939	0	2831939	NA	NA	sp|P70081|H48_CHICK
sp|P68034|ACTC_CHICK	P68034	ACTC_CHICK	ACTC1	377	FALSE	FALSE	Gallus gallus	Actin, alpha cardiac muscle 1	3:Protein inferred from homology	9.28	1	0.999	0	3	0	0	4	0	0	6285339	0	0	NA	NA	tr|A0A8V0XLI0|A0A8V0XLI0_CHICK
sp|Q5F3W6|1433G_CHICK	Q5F3W6	1433G_CHICK	YWHAG	247	FALSE	FALSE	Gallus gallus	14-3-3 protein gamma	1:Experimental evidence at protein level	4.05	1	0.999	0	1	0	0	1	0	0	1777653.1	0	0	NA	NA	tr|F1NMY1|F1NMY1_CHICK
sp|Q5ZKC9|1433Z_CHICK	Q5ZKC9	1433Z_CHICK	YWHAZ	245	FALSE	FALSE	Gallus gallus	14-3-3 protein zeta	2:Experimental evidence at transcript level	4.08	1	0.999	0	1	0	0	1	0	0	1777653.1	0	0	NA	NA	tr|A0A8V0YJ41|A0A8V0YJ41_CHICK
sp|Q5ZLQ6|1433B_CHICK	Q5ZLQ6	1433B_CHICK	YWHAB	244	FALSE	FALSE	Gallus gallus	14-3-3 protein beta/alpha	2:Experimental evidence at transcript level	4.1	1	0.999	0	1	0	0	1	0	0	1777653.1	0	0	NA	NA	NA
sp|Q5ZMD1|1433T_CHICK	Q5ZMD1	1433T_CHICK	YWHAQ	245	FALSE	FALSE	Gallus gallus	14-3-3 protein theta	1:Experimental evidence at protein level	4.08	1	0.999	0	1	0	0	1	0	0	1777653.1	0	0	NA	NA	tr|A0A8V0XKF3|A0A8V0XKF3_CHICK
sp|Q5ZMQ2|ACTG_CHICK	Q5ZMQ2	ACTG_CHICK	ACTG1	375	FALSE	FALSE	Gallus gallus	Actin, cytoplasmic 2	1:Experimental evidence at protein level	24.27	1	0.999	0	6	0	6	7	0	7	10644758	0	10644758	N-term(42.0106),16C(57.0215)	NA	NA
sp|Q5ZMT0|1433E_CHICK	Q5ZMT0	1433E_CHICK	YWHAE	255	FALSE	FALSE	Gallus gallus	14-3-3 protein epsilon	1:Experimental evidence at protein level	3.92	1	0.999	0	1	0	1	1	0	1	1777653.1	0	1777653.1	NA	NA	NA
sp|Q98953|S10A6_CHICK	Q98953	S10A6_CHICK	S100A6	92	FALSE	FALSE	Gallus gallus	Protein S100-A6	3:Protein inferred from homology	16.3	1	0.999	0	2	2	2	3	3	3	19147160	19147160	19147160	NA	NA	NA
sp|Q9I8P6|OTOR_CHICK	Q9I8P6	OTOR_CHICK	OTOR	132	FALSE	FALSE	Gallus gallus	Otoraplin	2:Experimental evidence at transcript level	19.7	1	0.999	0	3	3	3	4	4	4	6463730.5	6463730.5	6463730.5	2C(57.0215),7C(57.0215),2C(57.0215),7C(57.0215),3C(57.0215),8C(57.0215)	NA	NA
sp|Q9W6H0|MIME_CHICK	Q9W6H0	MIME_CHICK	OGN	294	FALSE	FALSE	Gallus gallus	Mimecan	2:Experimental evidence at transcript level	18.37	1	0.999	0	4	4	4	4	4	4	9375208	9375208	9375208	NA	NA	NA
tr|A0A146F047|A0A146F047_CHICK	A0A146F047	A0A146F047_CHICK	KRT6A	522	FALSE	FALSE	Gallus gallus	Keratin 6A	1:Experimental evidence at protein level	2.3	1	0.9966	6.2853551226e-4	1	0	0	1	0	0	1324779.4	0	0	NA	NA	tr|A0A8V0ZY77|A0A8V0ZY77_CHICK
