Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|O93277|WDR1_CHICK	O93277	WDR1_CHICK	WDR1	609	FALSE	FALSE	Gallus gallus	WD repeat-containing protein 1	2:Experimental evidence at transcript level	2.63	1	0.9989	0	1	0	1	1	0	1	6301799.5	0	6301799.5	NA	NA	tr|A0A8V0Y2H8|A0A8V0Y2H8_CHICK, tr|A0A8V0Y2I4|A0A8V0Y2I4_CHICK
sp|O93327|H2AY_CHICK	O93327	H2AY_CHICK	MACROH2A1	369	FALSE	FALSE	Gallus gallus	Core histone macro-H2A.1	1:Experimental evidence at protein level	12.47	1	0.9985	0	2	0	2	2	0	2	2298628.5	0	2298628.5	9M(15.9949)	NA	tr|A0A8V0YQ49|A0A8V0YQ49_CHICK, tr|A0A8V0YWJ8|A0A8V0YWJ8_CHICK, tr|A0A8V0YYG7|A0A8V0YYG7_CHICK, tr|A0A8V0Z3G7|A0A8V0Z3G7_CHICK, tr|O93325|O93325_CHICK
sp|P00337|LDHB_CHICK	P00337	LDHB_CHICK	LDHB	333	FALSE	FALSE	Gallus gallus	L-lactate dehydrogenase B chain	1:Experimental evidence at protein level	23.12	1	0.999	0	7	7	7	14	14	14	946996290	946996290	946996290	11M(15.9949),13C(57.0215),11M(15.9949),13C(57.0215),20K(15.9949),23C(57.0215),13C(57.0215),13C(57.0215),5K(15.9949)	NA	NA
sp|P00356|G3P_CHICK	P00356	G3P_CHICK	GAPDH	333	FALSE	FALSE	Gallus gallus	Glyceraldehyde-3-phosphate dehydrogenase	2:Experimental evidence at transcript level	27.33	1	0.999	0	8	4	8	44	21	44	1752433920	871640000	1752433920	11P(15.9949),11P(15.9949),12M(15.9949),6P(15.9949),11P(15.9949),20C(57.0215),4M(15.9949),9P(15.9949),11P(15.9949),6P(15.9949),12M(15.9949),12M(15.9949),12M(15.9949),15M(15.9949),12M(15.9949),6P(15.9949),13C(57.0215),13C(57.0215),13C(57.0215),2P(15.9949),13C(57.0215),2P(15.9949),4P(15.9949),13C(57.0215),2P(15.9949),4P(15.9949),13M(15.9949),13M(15.9949),13M(15.9949),24K(15.9949),15M(15.9949),20C(57.0215),4M(15.9949),9P(15.9949),29P(15.9949),32K(15.9949),6P(15.9949)	NA	NA
sp|P00508|AATM_CHICK	P00508	AATM_CHICK	GOT2	423	FALSE	FALSE	Gallus gallus	Aspartate aminotransferase, mitochondrial	1:Experimental evidence at protein level	2.13	1	0.999	0	1	0	1	1	0	1	0	0	0	1M(15.9949)	NA	tr|F1P180|F1P180_CHICK
sp|P00565|KCRM_CHICK	P00565	KCRM_CHICK	CKM	381	FALSE	FALSE	Gallus gallus	Creatine kinase M-type	1:Experimental evidence at protein level	15.75	1	0.999	0	3	3	3	5	5	5	410716960	410716960	410716960	13M(15.9949),24C(57.0215),6K(15.9949),7K(15.9949)	NA	NA
sp|P00940|TPIS_CHICK	P00940	TPIS_CHICK	TPI1	248	FALSE	FALSE	Gallus gallus	Triosephosphate isomerase	1:Experimental evidence at protein level	30.24	1	0.999	0	8	8	8	14	14	14	1028367490	1028367490	1028367490	14C(57.0215),14C(57.0215),14C(57.0215)	NA	NA
sp|P02263|H2A4_CHICK	P02263	H2A4_CHICK	NA	129	FALSE	FALSE	Gallus gallus	Histone H2A-IV	1:Experimental evidence at protein level	27.13	1	0.999	0	3	0	3	6	0	6	2993882880	0	2993882880	NA	NA	sp|P35062|H2A3_CHICK, sp|P70082|H2AJ_CHICK, tr|A0A8V0Y8M9|A0A8V0Y8M9_CHICK, tr|A0A8V0YEW2|A0A8V0YEW2_CHICK, tr|A0A8V0YH12|A0A8V0YH12_CHICK, tr|A0A8V0YH91|A0A8V0YH91_CHICK, tr|A0A8V0YLZ9|A0A8V0YLZ9_CHICK
sp|P02272|H2AV_CHICK	P02272	H2AV_CHICK	H2AZ2	128	FALSE	FALSE	Gallus gallus	Histone H2A.V	1:Experimental evidence at protein level	20.31	1	0.9989	0	3	0	1	6	0	2	1804365310	0	85066528	NA	NA	sp|Q5ZMD6|H2AZ_CHICK, tr|A0A8V0XGQ4|A0A8V0XGQ4_CHICK, tr|A0A8V0Z9F2|A0A8V0Z9F2_CHICK
sp|P02457|CO1A1_CHICK	P02457	CO1A1_CHICK	COL1A1	1453	FALSE	FALSE	Gallus gallus	Collagen alpha-1(I) chain	1:Experimental evidence at protein level	12.66	1	0.999	0	11	0	11	11	0	11	12986260	0	12986260	10P(15.9949),4P(15.9949),12P(15.9949),12P(15.9949),16P(15.9949),20P(15.9949),24K(15.9949),9P(15.9949),2P(15.9949),9P(15.9949),2P(15.9949),9P(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),9P(15.9949),6P(15.9949),6P(15.9949),9P(15.9949),8P(15.9949),9P(15.9949)	NA	NA
sp|P02460|CO2A1_CHICK	P02460	CO2A1_CHICK	COL2A1	859	FALSE	FALSE	Gallus gallus	Collagen alpha-1(II) chain (Fragment)	2:Experimental evidence at transcript level	1.63	1	0.999	0	1	0	1	1	0	1	7343848.5	0	7343848.5	6M(15.9949)	NA	NA
sp|P02542|DESM_CHICK	P02542	DESM_CHICK	DES	464	FALSE	FALSE	Gallus gallus	Desmin	1:Experimental evidence at protein level	7.33	1	0.9986	0	4	0	1	6	0	1	214708016	0	0	NA	NA	tr|A0A8V0YZ16|A0A8V0YZ16_CHICK
sp|P02604|MLE1_CHICK	P02604	MLE1_CHICK	NA	192	FALSE	FALSE	Gallus gallus	Myosin light chain 1, skeletal muscle isoform	1:Experimental evidence at protein level	8.33	1	0.999	0	2	0	0	3	0	0	42055928	0	0	NA	NA	NA
sp|P02606|MLEC_CHICK	P02606	MLEC_CHICK	NA	194	FALSE	FALSE	Gallus gallus	Myosin light chain 1, cardiac muscle	1:Experimental evidence at protein level	8.25	1	0.9926	0.00109829763866	2	0	0	3	0	0	42055928	0	0	NA	NA	tr|F1P5V6|F1P5V6_CHICK
sp|P04268|TPM1_CHICK	P04268	TPM1_CHICK	TPM1	284	FALSE	FALSE	Gallus gallus	Tropomyosin alpha-1 chain	1:Experimental evidence at protein level	13.38	1	0.9986	0	6	0	0	10	0	0	463223360	0	0	NA	NA	NA
sp|P05081|KAD1_CHICK	P05081	KAD1_CHICK	AK1	194	FALSE	FALSE	Gallus gallus	Adenylate kinase isoenzyme 1	1:Experimental evidence at protein level	6.19	1	0.9988	0	1	0	1	1	0	1	25039810	0	25039810	NA	NA	tr|A0A8V1AC34|A0A8V1AC34_CHICK, tr|A0A8V1AEX8|A0A8V1AEX8_CHICK, tr|A0A8V1AJ72|A0A8V1AJ72_CHICK
sp|P05094|ACTN1_CHICK	P05094	ACTN1_CHICK	ACTN1	893	FALSE	FALSE	Gallus gallus	Alpha-actinin-1	1:Experimental evidence at protein level	29.45	1	0.999	0	19	0	9	27	0	9	141628752	0	29861628	10C(57.0215),2C(57.0215)	NA	tr|A0A1D5P9P3|A0A1D5P9P3_CHICK, tr|A0A8V0ZKK8|A0A8V0ZKK8_CHICK
sp|P05122|KCRB_CHICK	P05122	KCRB_CHICK	CKB	381	FALSE	FALSE	Gallus gallus	Creatine kinase B-type	1:Experimental evidence at protein level	36.48	1	0.999	0	10	0	10	24	0	24	768499520	0	768499520	11M(15.9949),11M(15.9949),16C(57.0215),18C(57.0215),18C(57.0215),18C(57.0215),2K(15.9949),19K(15.9949),20P(15.9949),2C(57.0215),2C(57.0215),2M(15.9949),3C(57.0215),8C(57.0215),3C(57.0215),8C(57.0215)	NA	NA
sp|P07322|ENOB_CHICK	P07322	ENOB_CHICK	ENO3	434	FALSE	FALSE	Gallus gallus	Beta-enolase	1:Experimental evidence at protein level	22.12	1	0.999	0	5	3	5	14	7	14	912439870	22624232	912439870	14C(57.0215),14C(57.0215),14C(57.0215),14C(57.0215),14P(15.9949),14P(15.9949),16M(15.9949)	NA	NA
sp|P08106|HSP70_CHICK	P08106	HSP70_CHICK	NA	634	FALSE	FALSE	Gallus gallus	Heat shock 70 kDa protein	1:Experimental evidence at protein level	33.6	1	0.999	0	21	3	3	49	6	6	2525568510	846642.6	846642.6	10K(15.9949),6K(15.9949),9M(15.9949),10K(15.9949),9K(15.9949),9K(15.9949),9P(15.9949)	NA	NA
sp|P08629|THIO_CHICK	P08629	THIO_CHICK	TXN	105	FALSE	FALSE	Gallus gallus	Thioredoxin	3:Protein inferred from homology	14.29	1	0.999	0	1	0	0	2	0	0	54594384	0	0	NA	NA	NA
sp|P08636|RS17_CHICK	P08636	RS17_CHICK	RPS17	135	FALSE	FALSE	Gallus gallus	Small ribosomal subunit protein eS17	1:Experimental evidence at protein level	57.04	1	0.999	0	7	4	7	11	7	11	325410464	325410464	325410464	19M(15.9949),2C(57.0215),2C(57.0215),2C(57.0215),9M(15.9949)	NA	NA
sp|P09102|PDIA1_CHICK	P09102	PDIA1_CHICK	P4HB	515	FALSE	FALSE	Gallus gallus	Protein disulfide-isomerase	1:Experimental evidence at protein level	11.84	1	0.999	0	6	0	6	9	0	9	224674416	0	224674416	11C(57.0215),14C(57.0215),9P(15.9949),11C(57.0215),14C(57.0215),9P(15.9949),1M(15.9949)	NA	NA
sp|P09203|TBB1_CHICK	P09203	TBB1_CHICK	NA	445	FALSE	FALSE	Gallus gallus	Tubulin beta-1 chain	2:Experimental evidence at transcript level	61.35	1	0.999	0	24	0	6	66	0	12	2692914690	0	496929952	10C(57.0215),10C(57.0215),13P(15.9949),3M(15.9949),6C(57.0215),6C(57.0215)	NA	NA
sp|P09206|TBB3_CHICK	P09206	TBB3_CHICK	NA	445	FALSE	FALSE	Gallus gallus	Tubulin beta-3 chain	2:Experimental evidence at transcript level	66.74	1	0.999	0	25	1	5	64	1	12	2673513980	1281759.1	409923008	11M(15.9949),1M(15.9949)	NA	NA
sp|P09207|TBB6_CHICK	P09207	TBB6_CHICK	NA	446	FALSE	FALSE	Gallus gallus	Tubulin beta-6 chain	1:Experimental evidence at protein level	24.89	1	0.9879	0.00261096605744	11	0	2	17	0	4	1500095740	0	860690.9	14M(15.9949),14M(15.9949)	NA	tr|A0A8V0YV84|A0A8V0YV84_CHICK
sp|P09244|TBB7_CHICK	P09244	TBB7_CHICK	NA	444	FALSE	FALSE	Gallus gallus	Tubulin beta-7 chain	2:Experimental evidence at transcript level	75.45	1	0.999	0	29	5	26	79	15	72	2692914690	1108282370	2692914690	11M(15.9949),11M(15.9949),18P(15.9949),8P(15.9949),12M(15.9949),17M(15.9949),23C(57.0215),1M(15.9949),1M(15.9949),23C(57.0215),23C(57.0215),25M(15.9949),5C(57.0215),7C(57.0215),26C(57.0215),3K(15.9949),26C(57.0215),3K(15.9949),7P(15.9949),26K(15.9949),26M(15.9949),6C(57.0215),8C(57.0215),2M(15.9949),3M(15.9949),4C(57.0215),4M(15.9949),5C(57.0215),7C(57.0215),5C(57.0215),7C(57.0215),5M(15.9949),5M(15.9949),5M(15.9949),6P(15.9949),5P(15.9949),6C(57.0215),8C(57.0215),6M(15.9949),8M(15.9949)	NA	NA
sp|P09572|AT1A1_CHICK	P09572	AT1A1_CHICK	ATP1A1	1021	FALSE	FALSE	Gallus gallus	Sodium/potassium-transporting ATPase subunit alpha-1	2:Experimental evidence at transcript level	8.72	1	0.9981	0	6	1	1	6	1	1	78593960	0	0	9K(15.9949)	NA	NA
sp|P09644|TBA5_CHICK	P09644	TBA5_CHICK	NA	448	FALSE	FALSE	Gallus gallus	Tubulin alpha-5 chain	3:Protein inferred from homology	50.67	1	0.999	0	16	2	6	43	5	18	2716091140	6383706	611549250	14C(57.0215),6C(57.0215),15C(57.0215),15C(57.0215),15C(57.0215),18P(15.9949),15C(57.0215),18P(15.9949),22M(15.9949),15C(57.0215),18P(15.9949),22M(15.9949),24K(15.9949),3C(57.0215),3C(57.0215),3C(57.0215),4M(15.9949),9C(57.0215),9C(57.0215)	NA	NA
sp|P09653|TBB5_CHICK	P09653	TBB5_CHICK	NA	446	FALSE	FALSE	Gallus gallus	Tubulin beta-5 chain	3:Protein inferred from homology	37.44	1	0.999	0	15	0	2	29	0	4	1868836100	0	15354184	10C(57.0215),10C(57.0215),10P(15.9949)	NA	tr|A0A8V0X9Y1|A0A8V0X9Y1_CHICK
sp|P09654|VIME_CHICK	P09654	VIME_CHICK	VIM	460	FALSE	FALSE	Gallus gallus	Vimentin	3:Protein inferred from homology	30.22	1	0.9967	6.2853551226e-4	15	0	0	27	0	0	744206980	0	0	NA	NA	NA
sp|P0C1H3|H2B1_CHICK	P0C1H3	H2B1_CHICK	H2B-I	126	FALSE	FALSE	Gallus gallus	Histone H2B 1/2/3/4/6	1:Experimental evidence at protein level	32.54	1	0.999	0	4	0	4	13	0	13	2781640190	0	2781640190	2M(15.9949),2M(15.9949),2M(15.9949),5M(15.9949),2M(15.9949),5M(15.9949),5M(15.9949),5M(15.9949)	NA	sp|P0C1H4|H2B5_CHICK, sp|Q9PSW9|H2B8_CHICK, tr|A0A3Q2UDI2|A0A3Q2UDI2_CHICK, tr|A0A8V0XUE3|A0A8V0XUE3_CHICK, tr|A0A8V0XYS9|A0A8V0XYS9_CHICK, tr|A0A8V0Y0N0|A0A8V0Y0N0_CHICK, tr|A0A8V0YNS6|A0A8V0YNS6_CHICK, tr|A0A8V0YVN2|A0A8V0YVN2_CHICK
sp|P0C1H5|H2B7_CHICK	P0C1H5	H2B7_CHICK	H2B-VII	126	FALSE	FALSE	Gallus gallus	Histone H2B 7	1:Experimental evidence at protein level	43.65	1	0.9984	0	6	0	3	15	0	11	1960021120	0	25596918	11K(15.9949),13M(15.9949),16M(15.9949),3K(15.9949),7P(15.9949),2M(15.9949),2M(15.9949),2M(15.9949),5M(15.9949),5M(15.9949)	NA	NA
sp|P0CB50|PRDX1_CHICK	P0CB50	PRDX1_CHICK	PRDX1	199	FALSE	FALSE	Gallus gallus	Peroxiredoxin-1	1:Experimental evidence at protein level	16.08	1	0.999	0	2	0	0	6	0	0	1267507070	0	0	NA	NA	NA
sp|P12003|VINC_CHICK	P12003	VINC_CHICK	VCL	1135	FALSE	FALSE	Gallus gallus	Vinculin	1:Experimental evidence at protein level	11.63	1	0.999	0	12	0	12	13	0	13	46724544	0	46724544	11K(15.9949),7M(15.9949)	NA	NA
sp|P12276|FAS_CHICK	P12276	FAS_CHICK	FASN	2512	FALSE	FALSE	Gallus gallus	Fatty acid synthase	1:Experimental evidence at protein level	1.79	1	0.9988	0	3	0	3	5	0	5	81627232	0	81627232	15M(15.9949)	NA	tr|A0A8V1AKX1|A0A8V1AKX1_CHICK, tr|A0A8V1AMD7|A0A8V1AMD7_CHICK, tr|A0A8V1ANX5|A0A8V1ANX5_CHICK
sp|P12902|HM14A_CHICK	P12902	HM14A_CHICK	NA	105	FALSE	FALSE	Gallus gallus	Non-histone chromosomal protein HMG-14A	3:Protein inferred from homology	14.29	1	0.998	0	1	0	1	1	0	1	1672447.2	0	1672447.2	NA	NA	tr|A0A8V0Z943|A0A8V0Z943_CHICK
sp|P13127|CAZA1_CHICK	P13127	CAZA1_CHICK	CAPZA1	286	FALSE	FALSE	Gallus gallus	F-actin-capping protein subunit alpha-1	1:Experimental evidence at protein level	31.47	1	0.999	0	5	2	5	10	6	10	164524112	94602112	164524112	7P(15.9949)	NA	NA
sp|P13648|LMNA_CHICK	P13648	LMNA_CHICK	LMNA	657	FALSE	FALSE	Gallus gallus	Lamin-A	2:Experimental evidence at transcript level	5.33	1	0.999	0	3	1	3	3	1	3	25189924	7551415	25189924	NA	NA	NA
sp|P14315|CAPZB_CHICK	P14315	CAPZB_CHICK	CAPZB	277	FALSE	FALSE	Gallus gallus	F-actin-capping protein subunit beta isoforms 1 and 2	1:Experimental evidence at protein level	31.77	1	0.999	0	7	1	7	8	1	8	94828776	8323766.5	94828776	2C(57.0215),9P(15.9949),N-term(42.0106),7C(57.0215)	NA	NA
sp|P14731|LMNB1_CHICK	P14731	LMNB1_CHICK	LMNB1	584	FALSE	FALSE	Gallus gallus	Lamin-B1	1:Experimental evidence at protein level	5.99	1	0.999	0	3	0	2	3	0	2	28284612	0	10646105	NA	NA	tr|A0A8V0YIA8|A0A8V0YIA8_CHICK, tr|A0A8V0YN37|A0A8V0YN37_CHICK, tr|A0A8V0YN43|A0A8V0YN43_CHICK
sp|P16924|P4HA1_CHICK	P16924	P4HA1_CHICK	P4HA1	516	FALSE	FALSE	Gallus gallus	Prolyl 4-hydroxylase subunit alpha-1	1:Experimental evidence at protein level	2.13	1	0.9983	0	1	0	1	1	0	1	2054737.6	0	2054737.6	4C(57.0215)	NA	NA
sp|P17153|ANXA5_CHICK	P17153	ANXA5_CHICK	ANXA5	321	FALSE	FALSE	Gallus gallus	Annexin A5	1:Experimental evidence at protein level	7.48	1	0.999	0	2	0	2	2	0	2	114757368	0	114757368	NA	NA	tr|A0A8V0XMH5|A0A8V0XMH5_CHICK, tr|A0A8V0XQ87|A0A8V0XQ87_CHICK
sp|P17785|ANXA2_CHICK	P17785	ANXA2_CHICK	ANXA2	339	FALSE	FALSE	Gallus gallus	Annexin A2	1:Experimental evidence at protein level	8.26	1	0.999	0	2	0	2	2	0	2	19004628	0	19004628	14C(57.0215)	NA	tr|A0A8V0ZZB2|A0A8V0ZZB2_CHICK
sp|P18302|DREB_CHICK	P18302	DREB_CHICK	DBN1	652	FALSE	FALSE	Gallus gallus	Drebrin	2:Experimental evidence at transcript level	9.2	1	0.999	0	4	0	4	6	0	6	62218548	0	62218548	NA	NA	tr|A0A8V0XZK5|A0A8V0XZK5_CHICK, tr|A0A8V0Y3T7|A0A8V0Y3T7_CHICK, tr|A0A8V0Y816|A0A8V0Y816_CHICK
sp|P18660|RLA1_CHICK	P18660	RLA1_CHICK	RPLP1	114	FALSE	FALSE	Gallus gallus	Large ribosomal subunit protein P1	3:Protein inferred from homology	28.95	1	0.999	0	2	0	1	4	0	2	733208700	0	629146050	NA	NA	NA
sp|P20111|ACTN2_CHICK	P20111	ACTN2_CHICK	ACTN2	897	FALSE	FALSE	Gallus gallus	Alpha-actinin-2	2:Experimental evidence at transcript level	11.48	1	0.9987	0	8	0	0	12	0	0	88498608	0	0	NA	NA	tr|A0A8V0Y4J1|A0A8V0Y4J1_CHICK, tr|A0A8V0Y4K9|A0A8V0Y4K9_CHICK
sp|P20136|GSTM2_CHICK	P20136	GSTM2_CHICK	GSTM2	220	FALSE	FALSE	Gallus gallus	Glutathione S-transferase 2	1:Experimental evidence at protein level	4.09	1	0.9985	0	1	0	1	1	0	1	13142538	0	13142538	NA	NA	tr|A0A8V1AHJ8|A0A8V1AHJ8_CHICK
sp|P21265|PUR8_CHICK	P21265	PUR8_CHICK	ADSL	485	FALSE	FALSE	Gallus gallus	Adenylosuccinate lyase	2:Experimental evidence at transcript level	10.31	1	0.999	0	3	0	3	4	0	4	28713720	0	28713720	11K(15.9949),9P(15.9949)	NA	tr|A0A8V0YC20|A0A8V0YC20_CHICK
sp|P21566|COF2_CHICK	P21566	COF2_CHICK	CFL2	166	FALSE	FALSE	Gallus gallus	Cofilin-2	1:Experimental evidence at protein level	48.19	1	0.999	0	6	0	6	11	0	11	702712900	0	702712900	11P(15.9949),1K(15.9949)	NA	tr|A0A8V0XW08|A0A8V0XW08_CHICK
sp|P21868|CSK21_CHICK	P21868	CSK21_CHICK	CSNK2A1	391	FALSE	FALSE	Gallus gallus	Casein kinase II subunit alpha	2:Experimental evidence at transcript level	28.39	1	0.999	0	9	0	9	10	0	10	43494104	0	43494104	NA	NA	NA
sp|P21869|CSK22_CHICK	P21869	CSK22_CHICK	NA	350	FALSE	FALSE	Gallus gallus	Casein kinase II subunit alpha'	2:Experimental evidence at transcript level	9.71	1	0.9985	0	2	2	2	2	2	2	9576041	9576041	9576041	NA	NA	NA
sp|P22451|RL5_CHICK	P22451	RL5_CHICK	RPL5	297	FALSE	FALSE	Gallus gallus	Large ribosomal subunit protein uL18	1:Experimental evidence at protein level	31.31	1	0.999	0	9	0	9	18	0	18	452436608	0	452436608	11C(57.0215),11C(57.0215),3M(15.9949),3M(15.9949),4C(57.0215),5M(15.9949),8C(57.0215),5M(15.9949),8C(57.0215),8C(57.0215),8C(57.0215)	NA	tr|A0A8V0ZM64|A0A8V0ZM64_CHICK, tr|A0A8V0ZMH3|A0A8V0ZMH3_CHICK
sp|P23007|CISY_CHICK	P23007	CISY_CHICK	CS	433	FALSE	FALSE	Gallus gallus	Citrate synthase, mitochondrial	1:Experimental evidence at protein level	23.09	1	0.999	0	6	4	6	10	8	10	141391264	87143456	141391264	10M(15.9949),15P(15.9949),21M(15.9949),10M(15.9949),21M(15.9949),4P(15.9949),15P(15.9949),3C(57.0215)	NA	NA
sp|P23228|HMCS1_CHICK	P23228	HMCS1_CHICK	HMGCS1	522	FALSE	FALSE	Gallus gallus	Hydroxymethylglutaryl-CoA synthase, cytoplasmic	1:Experimental evidence at protein level	4.79	1	0.9989	0	2	0	2	2	0	2	11379438	0	11379438	5C(57.0215)	NA	tr|A0A1L1RZ64|A0A1L1RZ64_CHICK, tr|A0A8V0YNQ3|A0A8V0YNQ3_CHICK, tr|A0A8V0YVL0|A0A8V0YVL0_CHICK
sp|P24032|MLRN_CHICK	P24032	MLRN_CHICK	NA	172	FALSE	FALSE	Gallus gallus	Myosin regulatory light chain 2, smooth muscle minor isoform	1:Experimental evidence at protein level	45.35	1	0.999	0	6	0	6	10	0	10	162863424	0	162863424	8M(15.9949)	NA	tr|A0A1L1RM08|A0A1L1RM08_CHICK, tr|A0A1L1RUU9|A0A1L1RUU9_CHICK, tr|A0A8V0XAJ5|A0A8V0XAJ5_CHICK
sp|P24367|PPIB_CHICK	P24367	PPIB_CHICK	PPIB	207	FALSE	FALSE	Gallus gallus	Peptidyl-prolyl cis-trans isomerase B	2:Experimental evidence at transcript level	28.02	1	0.999	0	6	1	6	8	1	8	124391912	3977369.8	124391912	9M(15.9949)	NA	NA
sp|P24797|AT1A2_CHICK	P24797	AT1A2_CHICK	ATP1A2	1017	FALSE	FALSE	Gallus gallus	Sodium/potassium-transporting ATPase subunit alpha-2	2:Experimental evidence at transcript level	8.75	1	0.9884	0.00261096605744	6	0	2	6	0	2	64584176	0	19412104	NA	NA	NA
