Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P02460|CO2A1_CHICK	P02460	CO2A1_CHICK	COL2A1	859	FALSE	FALSE	Gallus gallus	Collagen alpha-1(II) chain (Fragment)	2:Experimental evidence at transcript level	29.57	1	0.999	0	17	14	17	55	39	55	7456604700	65535288	7456604700	12P(15.9949),12P(15.9949),13P(15.9949),12P(15.9949),13P(15.9949),12P(15.9949),21P(15.9949),30K(15.9949),12P(15.9949),23P(15.9949),12P(15.9949),30K(15.9949),3P(15.9949),12P(15.9949),5P(15.9949),12P(15.9949),6P(15.9949),12P(15.9949),9P(15.9949),13P(15.9949),6M(15.9949),9P(15.9949),14K(15.9949),3P(15.9949),14K(15.9949),3P(15.9949),6P(15.9949),14K(15.9949),3P(15.9949),6P(15.9949),14K(15.9949),3P(15.9949),8P(15.9949),14P(15.9949),14P(15.9949),24K(15.9949),14P(15.9949),30K(15.9949),3P(15.9949),15P(15.9949),15P(15.9949),15P(15.9949),20M(15.9949),15P(15.9949),20M(15.9949),21P(15.9949),15P(15.9949),20M(15.9949),21P(15.9949),15P(15.9949),20M(15.9949),8P(15.9949),15P(15.9949),21P(15.9949),24K(15.9949),15P(15.9949),24K(15.9949),15P(15.9949),24K(15.9949),15P(15.9949),24K(15.9949),8P(15.9949),15P(15.9949),3P(15.9949),15P(15.9949),9P(15.9949),21P(15.9949),30K(15.9949),3P(15.9949),26P(15.9949),33P(15.9949),26P(15.9949),33P(15.9949),27P(15.9949),32M(15.9949),33P(15.9949),27P(15.9949),32M(15.9949),33P(15.9949),27P(15.9949),32M(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),8P(15.9949),4P(15.9949),9P(15.9949),6P(15.9949),6P(15.9949),9P(15.9949)	NA	NA
sp|P02542|DESM_CHICK	P02542	DESM_CHICK	DES	464	FALSE	FALSE	Gallus gallus	Desmin	1:Experimental evidence at protein level	13.36	1	0.9986	0	6	0	6	7	0	7	6460974	0	6460974	1M(15.9949),8C(57.0215)	NA	tr|A0A8V0YZ16|A0A8V0YZ16_CHICK
sp|P02604|MLE1_CHICK	P02604	MLE1_CHICK	NA	192	FALSE	FALSE	Gallus gallus	Myosin light chain 1, skeletal muscle isoform	1:Experimental evidence at protein level	55.21	1	0.999	0	10	0	10	10	0	10	33438036	0	33438036	8C(57.0215)	NA	NA
sp|P02606|MLEC_CHICK	P02606	MLEC_CHICK	NA	194	FALSE	FALSE	Gallus gallus	Myosin light chain 1, cardiac muscle	1:Experimental evidence at protein level	10.82	1	0.9926	0.00109829763866	2	0	2	2	0	2	1779465.8	0	1779465.8	NA	NA	tr|F1P5V6|F1P5V6_CHICK
sp|P02609|MYL11_CHICK	P02609	MYL11_CHICK	MYL11	168	FALSE	FALSE	Gallus gallus	Myosin regulatory light chain 11	1:Experimental evidence at protein level	38.69	1	0.9989	0	4	0	4	9	0	9	17743540	0	17743540	11C(57.0215),11C(57.0215),11M(15.9949),14M(15.9949),9M(15.9949)	NA	tr|A0A8V0WZV4|A0A8V0WZV4_CHICK
sp|P02611|MLRB_CHICK	P02611	MLRB_CHICK	NA	165	FALSE	FALSE	Gallus gallus	Myosin regulatory light chain 2B, cardiac muscle isoform	1:Experimental evidence at protein level	7.88	1	0.9965	6.2853551226e-4	1	0	1	1	0	1	549139.44	0	549139.44	NA	NA	tr|A0A1D5PFA5|A0A1D5PFA5_CHICK, tr|A0A8V1ABU9|A0A8V1ABU9_CHICK, tr|A0A8V1AH49|A0A8V1AH49_CHICK, tr|A0A8V1AH53|A0A8V1AH53_CHICK, tr|A0A8V1ALB2|A0A8V1ALB2_CHICK, tr|A0A8V1AMX1|A0A8V1AMX1_CHICK
sp|P04268|TPM1_CHICK	P04268	TPM1_CHICK	TPM1	284	FALSE	FALSE	Gallus gallus	Tropomyosin alpha-1 chain	1:Experimental evidence at protein level	25	1	0.9986	0	7	0	3	10	0	4	39909984	0	24673080	NA	NA	NA
sp|P05081|KAD1_CHICK	P05081	KAD1_CHICK	AK1	194	FALSE	FALSE	Gallus gallus	Adenylate kinase isoenzyme 1	1:Experimental evidence at protein level	6.19	1	0.9988	0	1	0	1	1	0	1	0	0	0	NA	NA	tr|A0A8V1AC34|A0A8V1AC34_CHICK, tr|A0A8V1AEX8|A0A8V1AEX8_CHICK, tr|A0A8V1AJ72|A0A8V1AJ72_CHICK
sp|P05094|ACTN1_CHICK	P05094	ACTN1_CHICK	ACTN1	893	FALSE	FALSE	Gallus gallus	Alpha-actinin-1	1:Experimental evidence at protein level	15.79	1	0.999	0	12	0	4	13	0	4	16779568	0	6489784.5	NA	NA	tr|A0A1D5P9P3|A0A1D5P9P3_CHICK, tr|A0A8V0ZKK8|A0A8V0ZKK8_CHICK
sp|P07583|LEG4_CHICK	P07583	LEG4_CHICK	CG-1B	135	FALSE	FALSE	Gallus gallus	Beta-galactoside-binding lectin	1:Experimental evidence at protein level	51.85	1	0.999	0	5	1	5	6	2	6	33931144	15633138	33931144	12C(57.0215),N-term(42.0106),2C(57.0215),7C(57.0215),N-term(42.0106),2C(57.0215),7C(57.0215)	NA	NA
sp|P07898|PGCA_CHICK	P07898	PGCA_CHICK	ACAN	2109	FALSE	FALSE	Gallus gallus	Aggrecan core protein	1:Experimental evidence at protein level	2.51	1	0.9989	0	4	0	4	4	0	4	2165393.5	0	2165393.5	10C(57.0215),1C(57.0215),6C(57.0215)	NA	tr|A0A8V0ZJN1|A0A8V0ZJN1_CHICK
sp|P08106|HSP70_CHICK	P08106	HSP70_CHICK	NA	634	FALSE	FALSE	Gallus gallus	Heat shock 70 kDa protein	1:Experimental evidence at protein level	9.31	1	0.999	0	4	0	0	4	0	0	5954007.5	0	0	NA	NA	NA
sp|P08250|APOA1_CHICK	P08250	APOA1_CHICK	APOA1	264	FALSE	FALSE	Gallus gallus	Apolipoprotein A-I	1:Experimental evidence at protein level	16.67	1	0.9989	0	4	0	4	4	0	4	9512634	0	9512634	NA	NA	NA
sp|P08629|THIO_CHICK	P08629	THIO_CHICK	TXN	105	FALSE	FALSE	Gallus gallus	Thioredoxin	3:Protein inferred from homology	12.38	1	0.999	0	1	1	1	1	1	1	1566126.5	1566126.5	1566126.5	NA	NA	NA
sp|P08636|RS17_CHICK	P08636	RS17_CHICK	RPS17	135	FALSE	FALSE	Gallus gallus	Small ribosomal subunit protein eS17	1:Experimental evidence at protein level	32.59	1	0.999	0	2	0	2	2	0	2	1374332.2	0	1374332.2	NA	NA	NA
sp|P09102|PDIA1_CHICK	P09102	PDIA1_CHICK	P4HB	515	FALSE	FALSE	Gallus gallus	Protein disulfide-isomerase	1:Experimental evidence at protein level	25.44	1	0.999	0	10	1	10	11	1	11	10188238	2305116.5	10188238	NA	NA	NA
sp|P09203|TBB1_CHICK	P09203	TBB1_CHICK	NA	445	FALSE	FALSE	Gallus gallus	Tubulin beta-1 chain	2:Experimental evidence at transcript level	20.22	1	0.999	0	7	0	1	9	0	1	12767142	0	588288.5	NA	NA	NA
sp|P09206|TBB3_CHICK	P09206	TBB3_CHICK	NA	445	FALSE	FALSE	Gallus gallus	Tubulin beta-3 chain	2:Experimental evidence at transcript level	22.92	1	0.999	0	8	0	1	10	0	1	11470134	0	1566959.1	NA	NA	NA
sp|P09207|TBB6_CHICK	P09207	TBB6_CHICK	NA	446	FALSE	FALSE	Gallus gallus	Tubulin beta-6 chain	1:Experimental evidence at protein level	8.07	1	0.9879	0.00261096605744	3	0	0	4	0	0	9336336	0	0	NA	NA	tr|A0A8V0YV84|A0A8V0YV84_CHICK
sp|P09244|TBB7_CHICK	P09244	TBB7_CHICK	NA	444	FALSE	FALSE	Gallus gallus	Tubulin beta-7 chain	2:Experimental evidence at transcript level	29.05	1	0.999	0	9	1	9	11	1	11	12767142	1801605.9	12767142	NA	NA	NA
sp|P09644|TBA5_CHICK	P09644	TBA5_CHICK	NA	448	FALSE	FALSE	Gallus gallus	Tubulin alpha-5 chain	3:Protein inferred from homology	22.1	1	0.999	0	7	0	0	7	0	0	12968780	0	0	NA	NA	NA
sp|P09653|TBB5_CHICK	P09653	TBB5_CHICK	NA	446	FALSE	FALSE	Gallus gallus	Tubulin beta-5 chain	3:Protein inferred from homology	12.78	1	0.999	0	4	0	0	6	0	0	11470134	0	0	NA	NA	tr|A0A8V0X9Y1|A0A8V0X9Y1_CHICK
sp|P09654|VIME_CHICK	P09654	VIME_CHICK	VIM	460	FALSE	FALSE	Gallus gallus	Vimentin	3:Protein inferred from homology	40	1	0.9967	6.2853551226e-4	16	0	0	28	0	0	115103240	0	0	NA	NA	NA
sp|P0C1H3|H2B1_CHICK	P0C1H3	H2B1_CHICK	H2B-I	126	FALSE	FALSE	Gallus gallus	Histone H2B 1/2/3/4/6	1:Experimental evidence at protein level	27.78	1	0.999	0	3	0	3	6	0	6	40808376	0	40808376	2M(15.9949),2M(15.9949)	NA	sp|P0C1H4|H2B5_CHICK, sp|Q9PSW9|H2B8_CHICK, tr|A0A3Q2UDI2|A0A3Q2UDI2_CHICK, tr|A0A8V0XUE3|A0A8V0XUE3_CHICK, tr|A0A8V0XYS9|A0A8V0XYS9_CHICK, tr|A0A8V0Y0N0|A0A8V0Y0N0_CHICK, tr|A0A8V0YNS6|A0A8V0YNS6_CHICK, tr|A0A8V0YVN2|A0A8V0YVN2_CHICK
sp|P0C1H5|H2B7_CHICK	P0C1H5	H2B7_CHICK	H2B-VII	126	FALSE	FALSE	Gallus gallus	Histone H2B 7	1:Experimental evidence at protein level	15.87	1	0.9984	0	2	0	0	2	0	0	34373456	0	0	NA	NA	NA
sp|P0CB50|PRDX1_CHICK	P0CB50	PRDX1_CHICK	PRDX1	199	FALSE	FALSE	Gallus gallus	Peroxiredoxin-1	1:Experimental evidence at protein level	9.55	1	0.999	0	2	0	2	2	0	2	2929077.2	0	2929077.2	NA	NA	NA
sp|P12105|CO3A1_CHICK	P12105	CO3A1_CHICK	COL3A1	1262	FALSE	FALSE	Gallus gallus	Collagen alpha-1(III) chain (Fragment)	2:Experimental evidence at transcript level	16.09	1	0.999	0	14	1	14	24	1	24	3057568770	0	3057568770	10P(15.9949),7P(15.9949),11M(15.9949),11P(15.9949),18P(15.9949),27K(15.9949),11P(15.9949),21K(15.9949),12K(15.9949),3P(15.9949),9P(15.9949),12P(15.9949),21K(15.9949),8P(15.9949),14P(15.9949),18K(15.9949),9P(15.9949),15P(15.9949),7P(15.9949),18K(15.9949),27P(15.9949),8P(15.9949),18K(15.9949),27P(15.9949),9P(15.9949),23P(15.9949),9P(15.9949),2P(15.9949),6P(15.9949),3P(15.9949),8P(15.9949),3P(15.9949),9P(15.9949),3P(15.9949),9P(15.9949),4P(15.9949),6P(15.9949),6P(15.9949),9P(15.9949),6P(15.9949),9P(15.9949),6P(15.9949),9P(15.9949),9P(15.9949)	NA	NA
sp|P13538|MYSS_CHICK	P13538	MYSS_CHICK	NA	1939	FALSE	FALSE	Gallus gallus	Myosin heavy chain, skeletal muscle, adult	1:Experimental evidence at protein level	22.9	1	0.9983	0	38	1	1	49	1	1	57347964	5571343.5	5571343.5	NA	NA	NA
sp|P13648|LMNA_CHICK	P13648	LMNA_CHICK	LMNA	657	FALSE	FALSE	Gallus gallus	Lamin-A	2:Experimental evidence at transcript level	17.2	1	0.999	0	12	11	12	14	13	14	24931280	23817648	24931280	NA	NA	NA
sp|P13731|SERPH_CHICK	P13731	SERPH_CHICK	SERPINH1	405	FALSE	FALSE	Gallus gallus	Serpin H1	1:Experimental evidence at protein level	50.86	1	0.999	0	13	0	13	19	0	19	61260732	0	61260732	11P(15.9949),4M(15.9949),4M(15.9949),6M(15.9949),8M(15.9949)	NA	tr|A0A8V0XBU4|A0A8V0XBU4_CHICK
sp|P15988|CO6A2_CHICK	P15988	CO6A2_CHICK	COL6A2	1022	FALSE	FALSE	Gallus gallus	Collagen alpha-2(VI) chain	2:Experimental evidence at transcript level	4.5	1	0.999	0	3	0	3	4	0	4	5234270	0	5234270	NA	NA	tr|A0A8V0YP01|A0A8V0YP01_CHICK, tr|A0A8V0YQN9|A0A8V0YQN9_CHICK
sp|P16419|MYPC2_CHICK	P16419	MYPC2_CHICK	MYBPC2	1132	FALSE	FALSE	Gallus gallus	Myosin-binding protein C, fast-type	1:Experimental evidence at protein level	1.94	1	0.9987	0	2	0	2	2	0	2	758344.5	0	758344.5	NA	NA	NA
sp|P16924|P4HA1_CHICK	P16924	P4HA1_CHICK	P4HA1	516	FALSE	FALSE	Gallus gallus	Prolyl 4-hydroxylase subunit alpha-1	1:Experimental evidence at protein level	23.45	1	0.9983	0	8	0	0	8	0	0	11859912	0	0	NA	NA	NA
