Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P04268|TPM1_CHICK	P04268	TPM1_CHICK	TPM1	284	FALSE	FALSE	Gallus gallus	Tropomyosin alpha-1 chain	1:Experimental evidence at protein level	14.79	1	0.9986	0	5	0	1	6	0	1	20369752	0	1305419.9	NA	NA	NA
sp|P05122|KCRB_CHICK	P05122	KCRB_CHICK	CKB	381	FALSE	FALSE	Gallus gallus	Creatine kinase B-type	1:Experimental evidence at protein level	10.24	1	0.999	0	1	0	1	1	0	1	0	0	0	33M(15.9949)	NA	NA
sp|P07322|ENOB_CHICK	P07322	ENOB_CHICK	ENO3	434	FALSE	FALSE	Gallus gallus	Beta-enolase	1:Experimental evidence at protein level	3.23	1	0.999	0	1	1	1	1	1	1	206545.84	206545.84	206545.84	13C(57.0215)	NA	NA
sp|P07583|LEG4_CHICK	P07583	LEG4_CHICK	CG-1B	135	FALSE	FALSE	Gallus gallus	Beta-galactoside-binding lectin	1:Experimental evidence at protein level	37.04	1	0.999	0	3	1	3	3	1	3	4878841	0	4878841	12C(57.0215),N-term(42.0106),2C(57.0215),7C(57.0215)	NA	NA
sp|P07898|PGCA_CHICK	P07898	PGCA_CHICK	ACAN	2109	FALSE	FALSE	Gallus gallus	Aggrecan core protein	1:Experimental evidence at protein level	0.57	1	0.9989	0	1	0	1	1	0	1	415870.28	0	415870.28	1C(57.0215)	NA	tr|A0A8V0ZJN1|A0A8V0ZJN1_CHICK
sp|P08250|APOA1_CHICK	P08250	APOA1_CHICK	APOA1	264	FALSE	FALSE	Gallus gallus	Apolipoprotein A-I	1:Experimental evidence at protein level	26.89	1	0.9989	0	6	0	6	6	0	6	13214670	0	13214670	NA	NA	NA
sp|P08629|THIO_CHICK	P08629	THIO_CHICK	TXN	105	FALSE	FALSE	Gallus gallus	Thioredoxin	3:Protein inferred from homology	12.38	1	0.999	0	1	1	1	1	1	1	2230108.2	2230108.2	2230108.2	NA	NA	NA
sp|P09102|PDIA1_CHICK	P09102	PDIA1_CHICK	P4HB	515	FALSE	FALSE	Gallus gallus	Protein disulfide-isomerase	1:Experimental evidence at protein level	3.11	1	0.999	0	1	0	1	1	0	1	211084.97	0	211084.97	NA	NA	NA
sp|P09654|VIME_CHICK	P09654	VIME_CHICK	VIM	460	FALSE	FALSE	Gallus gallus	Vimentin	3:Protein inferred from homology	26.3	1	0.9967	6.2853551226e-4	9	0	0	9	0	0	33899832	0	0	NA	NA	NA
sp|P0CB50|PRDX1_CHICK	P0CB50	PRDX1_CHICK	PRDX1	199	FALSE	FALSE	Gallus gallus	Peroxiredoxin-1	1:Experimental evidence at protein level	5.53	1	0.999	0	1	0	1	1	0	1	746905.44	0	746905.44	NA	NA	NA
sp|P10184|IOV7_CHICK	P10184	IOV7_CHICK	SPINK5	517	FALSE	FALSE	Gallus gallus	Ovoinhibitor	1:Experimental evidence at protein level	2.71	1	0.999	0	1	1	1	1	1	1	1000257.94	1000257.94	1000257.94	6C(57.0215)	NA	NA
sp|P12105|CO3A1_CHICK	P12105	CO3A1_CHICK	COL3A1	1262	FALSE	FALSE	Gallus gallus	Collagen alpha-1(III) chain (Fragment)	2:Experimental evidence at transcript level	21.63	1	0.999	0	19	0	19	33	0	33	8938386400	0	8938386400	10P(15.9949),7P(15.9949),11K(15.9949),2P(15.9949),3P(15.9949),11K(15.9949),2P(15.9949),3P(15.9949),11K(15.9949),3P(15.9949),11K(15.9949),3P(15.9949),5P(15.9949),12K(15.9949),9P(15.9949),12P(15.9949),18P(15.9949),12P(15.9949),6P(15.9949),14P(15.9949),18K(15.9949),9P(15.9949),14P(15.9949),9P(15.9949),15K(15.9949),3P(15.9949),6P(15.9949),18K(15.9949),23P(15.9949),9P(15.9949),18K(15.9949),27P(15.9949),8P(15.9949),18K(15.9949),27P(15.9949),9P(15.9949),18K(15.9949),5P(15.9949),9P(15.9949),18K(15.9949),8P(15.9949),9P(15.9949),18K(15.9949),9P(15.9949),18K(15.9949),9P(15.9949),18P(15.9949),27K(15.9949),5P(15.9949),20P(15.9949),5P(15.9949),3P(15.9949),5P(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),9P(15.9949),3P(15.9949),9P(15.9949),4P(15.9949),6P(15.9949),6P(15.9949),9P(15.9949),6P(15.9949),9P(15.9949),6P(15.9949),9P(15.9949),9P(15.9949)	NA	NA
sp|P13731|SERPH_CHICK	P13731	SERPH_CHICK	SERPINH1	405	FALSE	FALSE	Gallus gallus	Serpin H1	1:Experimental evidence at protein level	7.16	1	0.999	0	1	0	1	1	0	1	0	0	0	NA	NA	tr|A0A8V0XBU4|A0A8V0XBU4_CHICK
sp|P24479|S10AB_CHICK	P24479	S10AB_CHICK	S100A11	101	FALSE	FALSE	Gallus gallus	Protein S100-A11	1:Experimental evidence at protein level	11.88	1	0.9986	0	1	0	1	1	0	1	3057104	0	3057104	NA	NA	tr|A0A8V1ACT3|A0A8V1ACT3_CHICK
sp|P27731|TTHY_CHICK	P27731	TTHY_CHICK	TTR	150	FALSE	FALSE	Gallus gallus	Transthyretin	1:Experimental evidence at protein level	6.67	1	0.999	0	1	0	1	1	0	1	1919263.1	0	1919263.1	NA	NA	tr|A0A1I7Q422|A0A1I7Q422_CHICK
sp|P28675|PGS2_CHICK	P28675	PGS2_CHICK	DCN	357	FALSE	FALSE	Gallus gallus	Decorin	1:Experimental evidence at protein level	47.62	1	0.999	0	13	0	13	22	0	22	131032136	0	131032136	10C(57.0215),10C(57.0215),4C(57.0215)	NA	tr|A0A1L1RX77|A0A1L1RX77_CHICK
sp|P31395|STMN1_CHICK	P31395	STMN1_CHICK	STMN1	148	FALSE	FALSE	Gallus gallus	Stathmin	1:Experimental evidence at protein level	8.78	1	0.9988	0	1	0	1	1	0	1	0	0	0	NA	NA	tr|A0A8V0YMW1|A0A8V0YMW1_CHICK
sp|P51887|FMOD_CHICK	P51887	FMOD_CHICK	FMOD	380	FALSE	FALSE	Gallus gallus	Fibromodulin	2:Experimental evidence at transcript level	5.53	1	0.9989	0	2	0	2	3	0	3	56997968	0	56997968	NA	NA	tr|A0A1D5NTY7|A0A1D5NTY7_CHICK, tr|A0A8V1A6G5|A0A8V1A6G5_CHICK
sp|P51890|LUM_CHICK	P51890	LUM_CHICK	LUM	343	FALSE	FALSE	Gallus gallus	Lumican	1:Experimental evidence at protein level	3.5	1	0.999	0	1	1	1	1	1	1	2144920.5	2144920.5	2144920.5	10C(57.0215)	NA	NA
sp|P51913|ENOA_CHICK	P51913	ENOA_CHICK	ENO1	434	FALSE	FALSE	Gallus gallus	Alpha-enolase	2:Experimental evidence at transcript level	4.61	1	0.998	0	1	0	0	1	0	0	1745544.4	0	0	NA	NA	NA
sp|P60706|ACTB_CHICK	P60706	ACTB_CHICK	ACTB	375	FALSE	FALSE	Gallus gallus	Actin, cytoplasmic 1	1:Experimental evidence at protein level	23.47	1	0.999	0	5	0	1	5	0	1	8396161	0	1238308.9	N-term(42.0106),16C(57.0215)	NA	NA
sp|P62149|CALM_CHICK	P62149	CALM_CHICK	CALM	149	FALSE	FALSE	Gallus gallus	Calmodulin	1:Experimental evidence at protein level	20.13	1	0.999	0	3	0	3	5	0	5	87760784	0	87760784	N-term(42.0106),N-term(42.0106)	NA	tr|A0A8V0ZCJ0|A0A8V0ZCJ0_CHICK
sp|P62801|H4_CHICK	P62801	H4_CHICK	H4-I	103	FALSE	FALSE	Gallus gallus	Histone H4	1:Experimental evidence at protein level	11.65	1	0.999	0	1	0	1	1	0	1	1097327.4	0	1097327.4	NA	NA	sp|P70081|H48_CHICK
sp|P68034|ACTC_CHICK	P68034	ACTC_CHICK	ACTC1	377	FALSE	FALSE	Gallus gallus	Actin, alpha cardiac muscle 1	3:Protein inferred from homology	7.16	1	0.999	0	2	0	0	2	0	0	6561078	0	0	NA	NA	tr|A0A8V0XLI0|A0A8V0XLI0_CHICK
sp|P68246|TNNI2_CHICK	P68246	TNNI2_CHICK	TNNI2	183	FALSE	FALSE	Gallus gallus	Troponin I, fast skeletal muscle	1:Experimental evidence at protein level	7.1	1	0.9989	0	1	0	1	1	0	1	4000996.5	0	4000996.5	NA	NA	tr|A0A8V1A2M9|A0A8V1A2M9_CHICK
sp|P80026|PRVM_CHICK	P80026	PRVM_CHICK	NA	109	FALSE	FALSE	Gallus gallus	Parvalbumin, muscle	1:Experimental evidence at protein level	23.85	1	0.9988	0	3	0	3	3	0	3	10038126	0	10038126	N-term(42.0106),N-term(42.0106)	NA	tr|C1L370|C1L370_CHICK
sp|Q5F3W6|1433G_CHICK	Q5F3W6	1433G_CHICK	YWHAG	247	FALSE	FALSE	Gallus gallus	14-3-3 protein gamma	1:Experimental evidence at protein level	4.05	1	0.999	0	1	0	0	1	0	0	0	0	0	NA	NA	tr|F1NMY1|F1NMY1_CHICK
sp|Q5ZKC9|1433Z_CHICK	Q5ZKC9	1433Z_CHICK	YWHAZ	245	FALSE	FALSE	Gallus gallus	14-3-3 protein zeta	2:Experimental evidence at transcript level	4.08	1	0.999	0	1	0	0	1	0	0	0	0	0	NA	NA	tr|A0A8V0YJ41|A0A8V0YJ41_CHICK
sp|Q5ZLQ6|1433B_CHICK	Q5ZLQ6	1433B_CHICK	YWHAB	244	FALSE	FALSE	Gallus gallus	14-3-3 protein beta/alpha	2:Experimental evidence at transcript level	4.1	1	0.999	0	1	0	0	1	0	0	0	0	0	NA	NA	NA
sp|Q5ZMD1|1433T_CHICK	Q5ZMD1	1433T_CHICK	YWHAQ	245	FALSE	FALSE	Gallus gallus	14-3-3 protein theta	1:Experimental evidence at protein level	4.08	1	0.999	0	1	0	0	1	0	0	0	0	0	NA	NA	tr|A0A8V0XKF3|A0A8V0XKF3_CHICK
