Protein	Protein ID	Entry Name	Gene	Length	Is Decoy	Is Contaminant	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Protein Qvalue	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P08106|HSP70_CHICK	P08106	HSP70_CHICK	NA	634	FALSE	FALSE	Gallus gallus	Heat shock 70 kDa protein	1:Experimental evidence at protein level	3.63	1	0.999	0	1	0	0	1	0	0	1948849.8	0	0	NA	NA	NA
sp|P08250|APOA1_CHICK	P08250	APOA1_CHICK	APOA1	264	FALSE	FALSE	Gallus gallus	Apolipoprotein A-I	1:Experimental evidence at protein level	15.15	1	0.9989	0	4	0	4	4	0	4	8031943	0	8031943	4M(15.9949)	NA	NA
sp|P09644|TBA5_CHICK	P09644	TBA5_CHICK	NA	448	FALSE	FALSE	Gallus gallus	Tubulin alpha-5 chain	3:Protein inferred from homology	9.82	1	0.999	0	2	0	1	2	0	1	33311.316	0	33311.316	15C(57.0215)	NA	NA
sp|P09654|VIME_CHICK	P09654	VIME_CHICK	VIM	460	FALSE	FALSE	Gallus gallus	Vimentin	3:Protein inferred from homology	18.91	1	0.9967	6.2853551226e-4	7	0	0	8	0	0	18769928	0	0	NA	NA	NA
sp|P0C1H3|H2B1_CHICK	P0C1H3	H2B1_CHICK	H2B-I	126	FALSE	FALSE	Gallus gallus	Histone H2B 1/2/3/4/6	1:Experimental evidence at protein level	7.14	1	0.999	0	1	0	1	1	0	1	2533345.2	0	2533345.2	NA	NA	sp|P0C1H4|H2B5_CHICK, sp|Q9PSW9|H2B8_CHICK, tr|A0A3Q2UDI2|A0A3Q2UDI2_CHICK, tr|A0A8V0XUE3|A0A8V0XUE3_CHICK, tr|A0A8V0XYS9|A0A8V0XYS9_CHICK, tr|A0A8V0Y0N0|A0A8V0Y0N0_CHICK, tr|A0A8V0YNS6|A0A8V0YNS6_CHICK, tr|A0A8V0YVN2|A0A8V0YVN2_CHICK
sp|P0C1H5|H2B7_CHICK	P0C1H5	H2B7_CHICK	H2B-VII	126	FALSE	FALSE	Gallus gallus	Histone H2B 7	1:Experimental evidence at protein level	7.14	1	0.9984	0	1	0	0	1	0	0	2533345.2	0	0	NA	NA	NA
sp|P12105|CO3A1_CHICK	P12105	CO3A1_CHICK	COL3A1	1262	FALSE	FALSE	Gallus gallus	Collagen alpha-1(III) chain (Fragment)	2:Experimental evidence at transcript level	21.55	1	0.999	0	19	2	19	36	2	36	2296939260	9901437	2296939260	10P(15.9949),7P(15.9949),11K(15.9949),3P(15.9949),11M(15.9949),11P(15.9949),18K(15.9949),9P(15.9949),11P(15.9949),18P(15.9949),27K(15.9949),12K(15.9949),3P(15.9949),12K(15.9949),3P(15.9949),9P(15.9949),12K(15.9949),6P(15.9949),12K(15.9949),9P(15.9949),12P(15.9949),17P(15.9949),12P(15.9949),21K(15.9949),12P(15.9949),30P(15.9949),12P(15.9949),3P(15.9949),12P(15.9949),3P(15.9949),14P(15.9949),18K(15.9949),9P(15.9949),15K(15.9949),3P(15.9949),6P(15.9949),15P(15.9949),20M(15.9949),2P(15.9949),15P(15.9949),6P(15.9949),18K(15.9949),27P(15.9949),9P(15.9949),18K(15.9949),8P(15.9949),9P(15.9949),18K(15.9949),9P(15.9949),19P(15.9949),9P(15.9949),27P(15.9949),32M(15.9949),3P(15.9949),2P(15.9949),6P(15.9949),3P(15.9949),6P(15.9949),3P(15.9949),8P(15.9949),3P(15.9949),9P(15.9949),3P(15.9949),9P(15.9949),3P(15.9949),9P(15.9949),6P(15.9949),9P(15.9949),6P(15.9949),9P(15.9949),6P(15.9949),9P(15.9949),9P(15.9949)	NA	NA
sp|P13648|LMNA_CHICK	P13648	LMNA_CHICK	LMNA	657	FALSE	FALSE	Gallus gallus	Lamin-A	2:Experimental evidence at transcript level	1.98	1	0.999	0	1	1	1	1	1	1	2383327	2383327	2383327	NA	NA	NA
sp|P15988|CO6A2_CHICK	P15988	CO6A2_CHICK	COL6A2	1022	FALSE	FALSE	Gallus gallus	Collagen alpha-2(VI) chain	2:Experimental evidence at transcript level	5.97	1	0.999	0	5	0	5	6	0	6	66322548	0	66322548	3P(15.9949),8P(15.9949),9P(15.9949)	NA	tr|A0A8V0YP01|A0A8V0YP01_CHICK, tr|A0A8V0YQN9|A0A8V0YQN9_CHICK
sp|P17153|ANXA5_CHICK	P17153	ANXA5_CHICK	ANXA5	321	FALSE	FALSE	Gallus gallus	Annexin A5	1:Experimental evidence at protein level	3.74	1	0.999	0	1	0	1	1	0	1	1175186.1	0	1175186.1	NA	NA	tr|A0A8V0XMH5|A0A8V0XMH5_CHICK, tr|A0A8V0XQ87|A0A8V0XQ87_CHICK
sp|P18660|RLA1_CHICK	P18660	RLA1_CHICK	RPLP1	114	FALSE	FALSE	Gallus gallus	Large ribosomal subunit protein P1	3:Protein inferred from homology	14.04	1	0.999	0	1	0	1	1	0	1	1476782.9	0	1476782.9	NA	NA	NA
sp|P20785|CO6A1_CHICK	P20785	CO6A1_CHICK	COL6A1	1019	FALSE	FALSE	Gallus gallus	Collagen alpha-1(VI) chain	2:Experimental evidence at transcript level	6.18	1	0.9936	0.00109829763866	3	0	1	3	0	1	2345191	0	2345191	6P(15.9949),8P(15.9949)	NA	NA
sp|P24479|S10AB_CHICK	P24479	S10AB_CHICK	S100A11	101	FALSE	FALSE	Gallus gallus	Protein S100-A11	1:Experimental evidence at protein level	22.77	1	0.9986	0	2	0	2	2	0	2	316022.22	0	316022.22	1C(57.0215)	NA	tr|A0A8V1ACT3|A0A8V1ACT3_CHICK
sp|P28675|PGS2_CHICK	P28675	PGS2_CHICK	DCN	357	FALSE	FALSE	Gallus gallus	Decorin	1:Experimental evidence at protein level	37.54	1	0.999	0	10	0	10	15	0	15	126229424	0	126229424	10C(57.0215),4C(57.0215)	NA	tr|A0A1L1RX77|A0A1L1RX77_CHICK
sp|P42558|RAN_CHICK	P42558	RAN_CHICK	RAN	216	FALSE	FALSE	Gallus gallus	GTP-binding nuclear protein Ran	2:Experimental evidence at transcript level	8.8	1	0.999	0	1	1	1	1	1	1	569756	569756	569756	9C(57.0215),9C(57.0215)	NA	NA
sp|P47838|RS6_CHICK	P47838	RS6_CHICK	RPS6	249	FALSE	FALSE	Gallus gallus	Small ribosomal subunit protein eS6	1:Experimental evidence at protein level	6.83	1	0.999	0	1	0	1	1	0	1	1162241.9	0	1162241.9	2C(57.0215),2C(57.0215)	NA	tr|A0A8V0Z1Z1|A0A8V0Z1Z1_CHICK
sp|P51887|FMOD_CHICK	P51887	FMOD_CHICK	FMOD	380	FALSE	FALSE	Gallus gallus	Fibromodulin	2:Experimental evidence at transcript level	8.42	1	0.9989	0	3	0	3	4	0	4	15407707	0	15407707	NA	NA	tr|A0A1D5NTY7|A0A1D5NTY7_CHICK, tr|A0A8V1A6G5|A0A8V1A6G5_CHICK
sp|P60706|ACTB_CHICK	P60706	ACTB_CHICK	ACTB	375	FALSE	FALSE	Gallus gallus	Actin, cytoplasmic 1	1:Experimental evidence at protein level	22.93	1	0.999	0	4	0	0	9	0	0	30773500	0	0	NA	NA	NA
sp|P62149|CALM_CHICK	P62149	CALM_CHICK	CALM	149	FALSE	FALSE	Gallus gallus	Calmodulin	1:Experimental evidence at protein level	34.9	1	0.999	0	3	0	3	5	0	5	2128873.8	0	2128873.8	N-term(42.0106)	NA	tr|A0A8V0ZCJ0|A0A8V0ZCJ0_CHICK
sp|P62303|RUXE_CHICK	P62303	RUXE_CHICK	SNRPE	92	FALSE	FALSE	Gallus gallus	Small nuclear ribonucleoprotein E	1:Experimental evidence at protein level	27.17	1	0.999	0	1	0	1	1	0	1	0	0	0	4C(57.0215)	NA	tr|A0A8V0ZYS2|A0A8V0ZYS2_CHICK
